well,well found,parameter,parameter found,found under data source,found as measurement,record date,record value,timestamp match,value match,record value in hts
324049,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-11 00:00:00,15.3,False,,
324053,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-28 00:00:00,14.6,False,,
324057,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-28 00:00:00,15.0,False,,
324063,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-07 00:00:00,16.1,False,,
324067,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-12 00:00:00,14.6,False,,
324071,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-24 00:00:00,14.4,False,,
324073,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-01 00:00:00,16.7,False,,
324076,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-11 00:00:00,14.8,False,,
325193,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],2002-08-15 00:00:00,23.8,False,,
327037,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-12-06 00:00:00,14.7,False,,
332002,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-15 00:00:00,17.2,False,,
332004,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1991-04-29 00:00:00,17.9,False,,
332004,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1992-02-26 00:00:00,18.0,False,,
332004,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1992-05-25 00:00:00,14.5,False,,
332004,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1992-08-24 00:00:00,12.0,False,,
332004,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1993-03-09 00:00:00,16.0,False,,
332004,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1993-05-24 00:00:00,14.5,False,,
332007,False,Temp,,,,1901-01-01 00:00:00,13.8,,,
332007,False,Temp,,,,1976-01-06 00:00:00,14.0,,,
332007,False,Temp,,,,1976-09-23 00:00:00,13.8,,,
332007,False,Temp,,,,1980-09-25 00:00:00,16.2,,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1991-04-29 00:00:00,14.4,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1992-02-26 00:00:00,15.5,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1992-05-25 00:00:00,14.5,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1992-08-24 00:00:00,12.0,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1993-03-09 00:00:00,13.5,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1993-05-24 00:00:00,14.0,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1993-08-23 00:00:00,13.5,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1993-11-08 00:00:00,14.0,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1994-02-28 00:00:00,15.0,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1994-05-23 00:00:00,14.5,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1994-08-08 00:00:00,14.0,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1995-05-02 00:00:00,14.5,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1995-10-03 00:00:00,14.0,False,,
332009,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1999-03-23 00:00:00,16.8,False,,
332011,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1991-04-29 00:00:00,17.8,False,,
332011,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1992-02-26 00:00:00,19.0,False,,
332011,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1992-08-24 00:00:00,12.0,False,,
332013,False,Temp,,,,1975-01-16 00:00:00,16.2,,,
332013,False,Temp,,,,1975-05-08 00:00:00,14.0,,,
332013,False,Temp,,,,1977-10-04 00:00:00,12.7,,,
332013,False,Temp,,,,1981-11-30 00:00:00,15.1,,,
332015,False,Temp,,,,1975-05-12 00:00:00,15.8,,,
332015,False,Temp,,,,1976-09-23 00:00:00,15.5,,,
332015,False,Temp,,,,1976-11-30 00:00:00,15.7,,,
332015,False,Temp,,,,1977-09-22 00:00:00,15.2,,,
332015,False,Temp,,,,1980-09-23 00:00:00,15.2,,,
332015,False,Temp,,,,1981-12-01 00:00:00,15.6,,,
332017,False,Temp,,,,1974-07-01 00:00:00,15.0,,,
332017,False,Temp,,,,1975-01-01 00:00:00,17.0,,,
332017,False,Temp,,,,1976-12-06 00:00:00,16.0,,,
332017,False,Temp,,,,1977-10-04 00:00:00,13.6,,,
332017,False,Temp,,,,1980-09-23 00:00:00,14.1,,,
332017,False,Temp,,,,1981-11-30 00:00:00,15.7,,,
332020,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-30 00:00:00,14.0,False,,
332025,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1997-04-02 00:00:00,15.7,False,,
332025,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1999-03-23 00:00:00,18.0,False,,
332026,False,Temp,,,,1974-07-01 00:00:00,12.5,,,
332026,False,Temp,,,,1974-07-02 00:00:00,15.2,,,
332026,False,Temp,,,,1975-01-01 00:00:00,16.0,,,
332026,False,Temp,,,,1976-12-06 00:00:00,16.2,,,
332026,False,Temp,,,,1977-10-04 00:00:00,14.9,,,
332026,False,Temp,,,,1980-09-25 00:00:00,13.1,,,
332026,False,Temp,,,,1981-11-30 00:00:00,15.6,,,
332028,False,Temp,,,,1975-01-01 00:00:00,16.0,,,
332030,False,Temp,,,,1974-01-01 00:00:00,21.0,,,
332030,False,Temp,,,,1981-02-11 00:00:00,18.3,,,
332032,False,Temp,,,,1975-05-26 00:00:00,16.3,,,
332032,False,Temp,,,,1977-03-22 00:00:00,16.5,,,
332032,False,Temp,,,,1977-11-24 00:00:00,15.1,,,
332032,False,Temp,,,,1978-02-01 00:00:00,17.7,,,
332032,False,Temp,,,,1978-04-18 00:00:00,16.6,,,
332032,False,Temp,,,,1981-02-09 00:00:00,16.9,,,
332034,True,Temp,False,,,1976-12-06 00:00:00,15.0,,,
332034,True,Temp,False,,,1977-10-04 00:00:00,14.0,,,
332034,True,Temp,False,,,1980-09-25 00:00:00,15.3,,,
332034,True,Temp,False,,,1981-11-30 00:00:00,15.1,,,
332036,False,Temp,,,,1974-07-01 00:00:00,12.0,,,
332036,False,Temp,,,,1975-01-01 00:00:00,19.0,,,
332037,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-10 00:00:00,18.2,False,,
332038,False,Temp,,,,1974-07-01 00:00:00,14.0,,,
332038,False,Temp,,,,1975-01-01 00:00:00,15.5,,,
332038,False,Temp,,,,1975-05-08 00:00:00,14.0,,,
332038,False,Temp,,,,1977-10-04 00:00:00,14.2,,,
332039,True,Temp,True,Sample Temperature on Arrival (HRC),NEMS Temperature Deviation,2006-03-29 00:00:00,18.0,False,,
332040,False,Temp,,,,1974-07-01 00:00:00,15.0,,,
332040,False,Temp,,,,1975-01-01 00:00:00,17.2,,,
332040,False,Temp,,,,1977-10-12 00:00:00,14.5,,,
332041,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-23 00:00:00,16.6,False,,
332042,False,Temp,,,,1974-07-01 00:00:00,15.0,,,
332042,False,Temp,,,,1975-01-01 00:00:00,15.2,,,
332042,False,Temp,,,,1976-12-06 00:00:00,15.3,,,
332042,False,Temp,,,,1977-10-04 00:00:00,14.4,,,
332042,False,Temp,,,,1980-09-23 00:00:00,14.4,,,
332043,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-08 00:00:00,15.6,False,,
332044,False,Temp,,,,1901-01-01 00:00:00,16.3,,,
332044,False,Temp,,,,1974-07-01 00:00:00,15.0,,,
332044,False,Temp,,,,1975-01-01 00:00:00,15.2,,,
332044,False,Temp,,,,1981-02-10 00:00:00,18.2,,,
332046,False,Temp,,,,1974-01-01 00:00:00,17.0,,,
332046,False,Temp,,,,1975-06-05 00:00:00,14.2,,,
332046,False,Temp,,,,1977-08-05 00:00:00,16.1,,,
332046,False,Temp,,,,1978-02-02 00:00:00,20.9,,,
332046,False,Temp,,,,1981-02-09 00:00:00,17.3,,,
332048,False,Temp,,,,1975-05-01 00:00:00,14.1,,,
332049,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-24 00:00:00,18.0,False,,
332055,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-15 00:00:00,14.4,False,,
332056,False,Temp,,,,1975-01-01 00:00:00,17.2,,,
332056,False,Temp,,,,1975-05-28 00:00:00,14.2,,,
332056,False,Temp,,,,1977-10-12 00:00:00,14.8,,,
332056,False,Temp,,,,1980-09-23 00:00:00,14.6,,,
332056,False,Temp,,,,1981-11-30 00:00:00,15.4,,,
332058,False,Temp,,,,1977-10-04 00:00:00,14.4,,,
332060,False,Temp,,,,1975-05-12 00:00:00,14.8,,,
332060,False,Temp,,,,1976-09-23 00:00:00,15.6,,,
