DataFile,BaseURL,Site,Measurement,RequestAs,StartDate,URL
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at SH2,Flow,Flow [Flow],"om:phenomenonTime,1976-08-12T09:30:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20SH2&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C1976-08-12T09%3A30%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at SH2,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,1976-09-15T22:30:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20SH2&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C1976-09-15T22%3A30%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at SH2,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20SH2&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Stanfield Hut,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1975-12-18T12:00:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Stanfield%20Hut&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1975-12-18T12%3A00%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Stanfield Hut,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Stanfield%20Hut&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Stephensons,Stage,Stage,"om:phenomenonTime,2003-12-16T18:30:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Stephensons&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C2003-12-16T18%3A30%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Stephensons,Flow,Flow [Flow],"om:phenomenonTime,2003-12-16T18:30:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Stephensons&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C2003-12-16T18%3A30%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Stephensons,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,2004-01-23T20:45:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Stephensons&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C2004-01-23T20%3A45%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Stephensons,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Stephensons&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Tamaki Clearing,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1975-12-18T15:48:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Tamaki%20Clearing&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1975-12-18T15%3A48%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Tamaki Clearing,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Tamaki%20Clearing&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Tamaki Reserve,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1974-10-03T11:48:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Tamaki%20Reserve&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1974-10-03T11%3A48%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Tamaki Reserve,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1974-10-03T11:48:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Tamaki%20Reserve&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1974-10-03T11%3A48%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Tamaki Reserve,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Tamaki%20Reserve&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Traverse Hut,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1975-12-19T00:00:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Traverse%20Hut&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1975-12-19T00%3A00%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Traverse Hut,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Traverse%20Hut&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Water Supply Weir,Stage,Stage,"om:phenomenonTime,1982-11-17T13:01:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Water%20Supply%20Weir&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C1982-11-17T13%3A01%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Water Supply Weir,Flow,Flow [Flow],"om:phenomenonTime,1982-11-17T13:01:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Water%20Supply%20Weir&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C1982-11-17T13%3A01%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Water Supply Weir,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,1982-12-31T22:39:52",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Water%20Supply%20Weir&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C1982-12-31T22%3A39%3A52
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tamaki at Water Supply Weir,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tamaki%20at%20Water%20Supply%20Weir&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Alfredton,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1978-06-22T12:24:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Alfredton&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1978-06-22T12%3A24%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Alfredton,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1978-06-22T12:24:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Alfredton&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1978-06-22T12%3A24%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Alfredton,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Alfredton&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Dairy Factory,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1977-07-06T09:00:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Dairy%20Factory&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1977-07-06T09%3A00%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Dairy Factory,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Dairy%20Factory&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Kaitawa,Stage,Stage,"om:phenomenonTime,1947-12-05T09:30:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Kaitawa&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C1947-12-05T09%3A30%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Kaitawa,Flow,Flow [Flow],"om:phenomenonTime,1947-12-05T09:30:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Kaitawa&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C1947-12-05T09%3A30%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Kaitawa,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,1948-01-04T20:00:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Kaitawa&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C1948-01-04T20%3A00%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Kaitawa,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Kaitawa&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Ngaturi,Stage,Stage,"om:phenomenonTime,1958-05-12T12:00:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Ngaturi&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C1958-05-12T12%3A00%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Ngaturi,Flow,Flow [Flow],"om:phenomenonTime,1958-05-12T12:00:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Ngaturi&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C1958-05-12T12%3A00%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Ngaturi,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2018-04-30T15:00:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Ngaturi&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2018-04-30T15%3A00%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Ngaturi,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2018-04-30T15:00:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Ngaturi&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2018-04-30T15%3A00%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Ngaturi,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,1980-01-26T06:26:25",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Ngaturi&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C1980-01-26T06%3A26%3A25
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Ngaturi,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Ngaturi&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Ohehua Repeater,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1989-10-19T12:45:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Ohehua%20Repeater&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1989-10-19T12%3A45%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Ohehua Repeater,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1989-10-19T12:45:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Ohehua%20Repeater&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1989-10-19T12%3A45%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Tiraumea at Ohehua Repeater,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tiraumea%20at%20Ohehua%20Repeater&ObservedProperty=RL%20Section
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Upper Manawatu at Rangiwiu Kumeroa,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1996-08-02T09:00:00",https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Upper%20Manawatu%20at%20Rangiwiu%20Kumeroa&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1996-08-02T09%3A00%3A00
UpperManawatu,https://flood.horizons.govt.nz/UpperManawatu.hts,Upper Manawatu at Rangiwiu Kumeroa,RL Section,RL Section,,https://flood.horizons.govt.nz/UpperManawatu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Upper%20Manawatu%20at%20Rangiwiu%20Kumeroa&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,00000m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=00000m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,00800m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=00800m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,01200m - NEW MARCH 2019,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=01200m%20-%20NEW%20MARCH%202019&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,01600m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=01600m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,02000m - NEW MARCH 2019,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=02000m%20-%20NEW%20MARCH%202019&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,02400m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=02400m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,02800m - NEW MARCH 2019,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=02800m%20-%20NEW%20MARCH%202019&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,03200m - NEW OCT 2013,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=03200m%20-%20NEW%20OCT%202013&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,03300m - NEW MARCH 2019 (US WEIR),RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=03300m%20-%20NEW%20MARCH%202019%20%28US%20WEIR%29&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,04000m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=04000m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,04800m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=04800m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,05700m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=05700m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,06400m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=06400m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,07200m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=07200m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,08100m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=08100m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,08800m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=08800m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,09700m - NEW OCT 2013,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=09700m%20-%20NEW%20OCT%202013&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,10400m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=10400m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,11200m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=11200m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,12000m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=12000m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,12800m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=12800m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,13600m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=13600m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,14400m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=14400m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,15200m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=15200m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,16000m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=16000m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,16800m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=16800m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,17600m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=17600m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,18400m,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=18400m&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,20610m - ERB,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=20610m%20-%20ERB&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,20730m - 11,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=20730m%20-%2011&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,21030m - 10,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=21030m%20-%2010&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,21160m - 09A,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=21160m%20-%2009A&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,21390m - 09,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=21390m%20-%2009&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,21620m - 08,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=21620m%20-%2008&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,21860m - 07,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=21860m%20-%2007&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,22040m - 06A,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=22040m%20-%2006A&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,22270m - 06,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=22270m%20-%2006&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,22440m - 05,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=22440m%20-%2005&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,22610m - 04A,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=22610m%20-%2004A&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,22650m - 04,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=22650m%20-%2004&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,22750m - 03,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=22750m%20-%2003&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,22800m - 02A,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=22800m%20-%2002A&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,22890m - 02,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=22890m%20-%2002&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,22930m - 01,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=22930m%20-%2001&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,22960m - 00,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=22960m%20-%2000&ObservedProperty=RL%20Section
Tamaki_XS,https://flood.horizons.govt.nz/Tamaki_XS.hts,23020m - 100,RL Section,RL Section,,https://flood.horizons.govt.nz/Tamaki_XS.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=23020m%20-%20100&ObservedProperty=RL%20Section
